id,created_on,last_edit,job_posting_id,skill_id
84,"2024-10-16 14:12:51.424150","2024-10-16 14:12:51.424159",19,3
85,"2024-10-16 14:12:51.424988","2024-10-16 14:12:51.424997",19,44
86,"2024-10-16 14:12:51.425825","2024-10-16 14:12:51.425834",19,45
87,"2024-10-16 14:12:51.428318","2024-10-16 14:12:51.428327",20,42
88,"2024-10-16 14:12:51.429016","2024-10-16 14:12:51.429024",20,1
89,"2024-10-16 14:12:51.429713","2024-10-16 14:12:51.429722",20,43
90,"2024-10-16 14:12:51.430414","2024-10-16 14:12:51.430422",20,3
91,"2024-10-16 14:12:51.431126","2024-10-16 14:12:51.431134",20,44
92,"2024-10-16 14:12:51.431838","2024-10-16 14:12:51.431846",20,45
93,"2024-10-16 14:12:51.434435","2024-10-16 14:12:51.434444",21,30
94,"2024-10-16 14:12:51.435143","2024-10-16 14:12:51.435151",21,1
95,"2024-10-16 14:12:51.435845","2024-10-16 14:12:51.435854",21,23
96,"2024-10-16 14:12:51.436548","2024-10-16 14:12:51.436557",21,4
97,"2024-10-16 14:12:51.437230","2024-10-16 14:12:51.437238",21,24
98,"2024-10-16 14:12:51.438065","2024-10-16 14:12:51.438073",21,46
99,"2024-10-16 14:12:51.440682","2024-10-16 14:12:51.440690",22,46
100,"2024-10-16 14:12:51.441383","2024-10-16 14:12:51.441392",22,1
101,"2024-10-16 14:12:51.442077","2024-10-16 14:12:51.442086",22,4
102,"2024-10-16 14:12:51.442923","2024-10-16 14:12:51.442935",22,47
103,"2024-10-16 14:12:51.445881","2024-10-16 14:12:51.445890",23,30
104,"2024-10-16 14:12:51.446596","2024-10-16 14:12:51.446604",23,1
105,"2024-10-16 14:12:51.447453","2024-10-16 14:12:51.447461",23,48
106,"2024-10-16 14:12:51.448176","2024-10-16 14:12:51.448184",23,3
107,"2024-10-16 14:12:51.449045","2024-10-16 14:12:51.449053",23,49
108,"2024-10-16 14:12:51.451798","2024-10-16 14:12:51.451806",24,50
109,"2024-10-16 14:12:51.452517","2024-10-16 14:12:51.452525",24,1
110,"2024-10-16 14:12:51.453237","2024-10-16 14:12:51.453245",24,39
111,"2024-10-16 14:12:51.454088","2024-10-16 14:12:51.454097",24,51
112,"2024-10-16 14:12:51.454788","2024-10-16 14:12:51.454796",24,4
113,"2024-10-16 14:12:51.457546","2024-10-16 14:12:51.457555",25,22
114,"2024-10-16 14:12:51.458252","2024-10-16 14:12:51.458261",25,1
115,"2024-10-16 14:12:51.458951","2024-10-16 14:12:51.458959",25,23
116,"2024-10-16 14:12:51.459687","2024-10-16 14:12:51.459696",25,4
117,"2024-10-16 14:12:51.460435","2024-10-16 14:12:51.460444",25,24
118,"2024-10-16 14:12:51.461135","2024-10-16 14:12:51.461143",25,31
119,"2024-10-16 14:12:51.463639","2024-10-16 14:12:51.463648",26,22
120,"2024-10-16 14:12:51.464348","2024-10-16 14:12:51.464357",26,1
121,"2024-10-16 14:12:51.465044","2024-10-16 14:12:51.465052",26,23
122,"2024-10-16 14:12:51.465727","2024-10-16 14:12:51.465735",26,4
123,"2024-10-16 14:12:51.466419","2024-10-16 14:12:51.466427",26,24
124,"2024-10-16 14:12:51.467122","2024-10-16 14:12:51.467130",26,31
125,"2024-10-16 14:12:51.469609","2024-10-16 14:12:51.469617",27,4
126,"2024-10-16 14:12:51.470309","2024-10-16 14:12:51.470317",27,24
127,"2024-10-16 14:12:51.473064","2024-10-16 14:12:51.473072",28,52
128,"2024-10-16 14:12:51.473764","2024-10-16 14:12:51.473772",28,1
129,"2024-10-16 14:12:51.474617","2024-10-16 14:12:51.474625",28,53
130,"2024-10-16 14:12:51.475313","2024-10-16 14:12:51.475322",28,34
131,"2024-10-16 14:12:51.476174","2024-10-16 14:12:51.476182",28,54
132,"2024-10-16 14:12:51.477034","2024-10-16 14:12:51.477042",28,55
133,"2024-10-16 14:12:51.477870","2024-10-16 14:12:51.477878",28,56
134,"2024-10-16 14:12:51.478708","2024-10-16 14:12:51.478716",28,57
135,"2024-10-16 14:12:51.481170","2024-10-16 14:12:51.481179",29,11
136,"2024-10-16 14:12:51.481869","2024-10-16 14:12:51.481878",29,1
137,"2024-10-16 14:12:51.482564","2024-10-16 14:12:51.482573",29,10
138,"2024-10-16 14:12:51.485015","2024-10-16 14:12:51.485023",30,33
139,"2024-10-16 14:12:51.485716","2024-10-16 14:12:51.485725",30,4
140,"2024-10-16 14:12:51.486429","2024-10-16 14:12:51.486437",30,24
141,"2024-10-16 14:12:51.487118","2024-10-16 14:12:51.487127",30,34
142,"2024-10-16 14:12:51.489773","2024-10-16 14:12:51.489782",31,22
143,"2024-10-16 14:12:51.490486","2024-10-16 14:12:51.490495",31,1
144,"2024-10-16 14:12:51.491192","2024-10-16 14:12:51.491200",31,51
145,"2024-10-16 14:12:51.491905","2024-10-16 14:12:51.491914",31,4
146,"2024-10-16 14:12:51.492619","2024-10-16 14:12:51.492628",31,3
147,"2024-10-16 14:12:51.493318","2024-10-16 14:12:51.493326",31,31
148,"2024-10-16 14:12:51.496059","2024-10-16 14:12:51.496067",32,58
149,"2024-10-16 14:12:51.496756","2024-10-16 14:12:51.496764",32,4
150,"2024-10-16 14:12:51.497457","2024-10-16 14:12:51.497466",32,23
151,"2024-10-16 14:12:51.498147","2024-10-16 14:12:51.498156",32,36
152,"2024-10-16 14:12:51.500903","2024-10-16 14:12:51.500912",33,59
153,"2024-10-16 14:12:51.501600","2024-10-16 14:12:51.501609",33,1
154,"2024-10-16 14:12:51.502295","2024-10-16 14:12:51.502304",33,23
155,"2024-10-16 14:12:51.502993","2024-10-16 14:12:51.503001",33,24
156,"2024-10-16 14:12:51.503728","2024-10-16 14:12:51.503737",33,10
157,"2024-10-16 14:12:51.506194","2024-10-16 14:12:51.506203",34,22
158,"2024-10-16 14:12:51.506896","2024-10-16 14:12:51.506905",34,1
159,"2024-10-16 14:12:51.507604","2024-10-16 14:12:51.507612",34,23
160,"2024-10-16 14:12:51.508300","2024-10-16 14:12:51.508308",34,4
161,"2024-10-16 14:12:51.508979","2024-10-16 14:12:51.508987",34,24
162,"2024-10-16 14:12:51.509662","2024-10-16 14:12:51.509670",34,31
163,"2024-10-16 14:12:51.512115","2024-10-16 14:12:51.512123",35,35
164,"2024-10-16 14:12:51.512821","2024-10-16 14:12:51.512829",35,11
165,"2024-10-16 14:12:51.513539","2024-10-16 14:12:51.513547",35,1
166,"2024-10-16 14:12:51.514249","2024-10-16 14:12:51.514258",35,4
167,"2024-10-16 14:12:51.514950","2024-10-16 14:12:51.514959",35,31
168,"2024-10-16 14:12:51.517559","2024-10-16 14:12:51.517567",36,60
169,"2024-10-16 14:12:51.518416","2024-10-16 14:12:51.518424",36,61
170,"2024-10-16 14:12:51.519256","2024-10-16 14:12:51.519264",36,62
171,"2024-10-16 14:12:51.520103","2024-10-16 14:12:51.520111",36,63
172,"2024-10-16 14:12:51.520933","2024-10-16 14:12:51.520941",36,64
173,"2024-10-16 14:12:51.521759","2024-10-16 14:12:51.521767",36,65
174,"2024-10-16 14:12:51.522589","2024-10-16 14:12:51.522597",36,66
175,"2024-10-16 14:12:51.525789","2024-10-16 14:12:51.525798",37,67
176,"2024-10-16 14:12:51.526658","2024-10-16 14:12:51.526666",37,68
177,"2024-10-16 14:12:51.527512","2024-10-16 14:12:51.527520",37,69
178,"2024-10-16 14:12:51.528238","2024-10-16 14:12:51.528247",37,30
179,"2024-10-16 14:12:51.528937","2024-10-16 14:12:51.528946",37,1
180,"2024-10-16 14:12:51.529643","2024-10-16 14:12:51.529651",37,3
181,"2024-10-16 14:12:51.530492","2024-10-16 14:12:51.530500",37,70
182,"2024-10-16 14:12:51.532956","2024-10-16 14:12:51.532965",38,4
183,"2024-10-16 14:12:51.535641","2024-10-16 14:12:51.535650",39,4
184,"2024-10-16 14:12:51.536513","2024-10-16 14:12:51.536522",39,71
185,"2024-10-16 14:12:51.537231","2024-10-16 14:12:51.537240",39,22
186,"2024-10-16 14:12:51.539724","2024-10-16 14:12:51.539733",40,30
187,"2024-10-16 14:12:51.540589","2024-10-16 14:12:51.540597",40,72
188,"2024-10-16 14:12:51.541488","2024-10-16 14:12:51.541496",40,73
189,"2024-10-16 14:12:51.544119","2024-10-16 14:12:51.544128",41,30
190,"2024-10-16 14:12:51.544977","2024-10-16 14:12:51.544986",41,74
191,"2024-10-16 14:12:51.549795","2024-10-16 14:12:51.549803",42,75
192,"2024-10-16 14:12:51.550525","2024-10-16 14:12:51.550534",42,30
193,"2024-10-16 14:12:51.551392","2024-10-16 14:12:51.551400",42,76
194,"2024-10-16 14:12:51.553870","2024-10-16 14:12:51.553879",43,58
195,"2024-10-16 14:12:51.554579","2024-10-16 14:12:51.554588",43,1
196,"2024-10-16 14:12:51.555284","2024-10-16 14:12:51.555293",43,23
197,"2024-10-16 14:12:51.555999","2024-10-16 14:12:51.556008",43,4
198,"2024-10-16 14:12:51.556685","2024-10-16 14:12:51.556693",43,24
199,"2024-10-16 14:12:51.559419","2024-10-16 14:12:51.559427",44,77
200,"2024-10-16 14:12:51.560299","2024-10-16 14:12:51.560308",44,78
201,"2024-10-16 14:12:51.561166","2024-10-16 14:12:51.561175",44,79
202,"2024-10-16 14:12:51.561879","2024-10-16 14:12:51.561887",44,30
203,"2024-10-16 14:12:51.562750","2024-10-16 14:12:51.562759",44,80
204,"2024-10-16 14:12:51.563616","2024-10-16 14:12:51.563624",44,81
205,"2024-10-16 14:12:51.564470","2024-10-16 14:12:51.564478",44,82
206,"2024-10-16 14:12:51.567860","2024-10-16 14:12:51.567869",45,83
207,"2024-10-16 14:12:51.568714","2024-10-16 14:12:51.568723",45,84
208,"2024-10-16 14:12:51.569418","2024-10-16 14:12:51.569427",45,3
209,"2024-10-16 14:12:51.572654","2024-10-16 14:12:51.572663",46,85
210,"2024-10-16 14:12:51.573554","2024-10-16 14:12:51.573563",46,86
211,"2024-10-16 14:12:51.574286","2024-10-16 14:12:51.574294",46,22
212,"2024-10-16 14:12:51.575180","2024-10-16 14:12:51.575189",46,87
213,"2024-10-16 14:12:51.576042","2024-10-16 14:12:51.576050",46,88
214,"2024-10-16 14:12:51.576881","2024-10-16 14:12:51.576890",46,89
215,"2024-10-16 14:12:51.579629","2024-10-16 14:12:51.579638",47,90
216,"2024-10-16 14:12:51.580500","2024-10-16 14:12:51.580508",47,91
217,"2024-10-16 14:12:51.583743","2024-10-16 14:12:51.583751",48,92
218,"2024-10-16 14:12:51.584447","2024-10-16 14:12:51.584455",48,11
219,"2024-10-16 14:12:51.585150","2024-10-16 14:12:51.585158",48,83
220,"2024-10-16 14:12:51.585851","2024-10-16 14:12:51.585860",48,1
221,"2024-10-16 14:12:51.586564","2024-10-16 14:12:51.586573",48,3
222,"2024-10-16 14:12:51.587262","2024-10-16 14:12:51.587270",48,9
223,"2024-10-16 14:12:51.587974","2024-10-16 14:12:51.587982",48,6
224,"2024-10-16 14:12:51.588670","2024-10-16 14:12:51.588679",48,10
225,"2024-10-16 14:12:51.591640","2024-10-16 14:12:51.591649",49,93
226,"2024-10-16 14:12:51.592352","2024-10-16 14:12:51.592361",49,69
227,"2024-10-16 14:12:51.593077","2024-10-16 14:12:51.593086",49,30
228,"2024-10-16 14:12:51.593927","2024-10-16 14:12:51.593935",49,94
229,"2024-10-16 14:12:51.594639","2024-10-16 14:12:51.594648",49,3
230,"2024-10-16 14:12:51.598274","2024-10-16 14:12:51.598283",50,4
231,"2024-10-16 14:12:51.599147","2024-10-16 14:12:51.599156",50,95
232,"2024-10-16 14:12:51.599866","2024-10-16 14:12:51.599875",50,66
233,"2024-10-16 14:12:51.602465","2024-10-16 14:12:51.602473",51,11
234,"2024-10-16 14:12:51.603175","2024-10-16 14:12:51.603183",51,1
235,"2024-10-16 14:12:51.603903","2024-10-16 14:12:51.603911",51,46
236,"2024-10-16 14:12:51.604612","2024-10-16 14:12:51.604621",51,24
237,"2024-10-16 14:12:51.607710","2024-10-16 14:12:51.607719",52,6
238,"2024-10-16 14:12:51.608424","2024-10-16 14:12:51.608432",52,1
239,"2024-10-16 14:12:51.609127","2024-10-16 14:12:51.609136",52,3
240,"2024-10-16 14:12:51.611624","2024-10-16 14:12:51.611632",53,30
241,"2024-10-16 14:12:51.612356","2024-10-16 14:12:51.612365",53,74
242,"2024-10-16 14:12:51.616365","2024-10-16 14:12:51.616374",54,11
243,"2024-10-16 14:12:51.617155","2024-10-16 14:12:51.617164",54,29
244,"2024-10-16 14:12:51.618125","2024-10-16 14:12:51.618134",54,96
245,"2024-10-16 14:12:51.618848","2024-10-16 14:12:51.618857",54,30
246,"2024-10-16 14:12:51.619563","2024-10-16 14:12:51.619578",54,1
247,"2024-10-16 14:12:51.620288","2024-10-16 14:12:51.620297",54,3
248,"2024-10-16 14:12:51.622761","2024-10-16 14:12:51.622770",55,39
249,"2024-10-16 14:12:51.625511","2024-10-16 14:12:51.625519",56,97
250,"2024-10-16 14:12:51.626212","2024-10-16 14:12:51.626220",56,4
251,"2024-10-16 14:12:51.627055","2024-10-16 14:12:51.627066",56,98
252,"2024-10-16 14:12:51.630841","2024-10-16 14:12:51.630849",57,83
253,"2024-10-16 14:12:51.631689","2024-10-16 14:12:51.631698",57,99
254,"2024-10-16 14:12:51.632396","2024-10-16 14:12:51.632405",57,30
255,"2024-10-16 14:12:51.633096","2024-10-16 14:12:51.633104",57,1
256,"2024-10-16 14:12:51.633788","2024-10-16 14:12:51.633797",57,27
257,"2024-10-16 14:12:51.634481","2024-10-16 14:12:51.634489",57,3
258,"2024-10-16 14:12:51.635180","2024-10-16 14:12:51.635189",57,4
259,"2024-10-16 14:12:51.635893","2024-10-16 14:12:51.635901",57,24
260,"2024-10-16 14:12:51.636600","2024-10-16 14:12:51.636611",57,6
261,"2024-10-16 14:12:51.639100","2024-10-16 14:12:51.639109",58,30
262,"2024-10-16 14:12:51.639815","2024-10-16 14:12:51.639823",58,3
263,"2024-10-16 14:12:51.642594","2024-10-16 14:12:51.642603",59,100
264,"2024-10-16 14:12:51.643455","2024-10-16 14:12:51.643464",59,101
265,"2024-10-16 14:12:51.644170","2024-10-16 14:12:51.644179",59,1
266,"2024-10-16 14:12:51.644897","2024-10-16 14:12:51.644905",59,48
267,"2024-10-16 14:12:51.645610","2024-10-16 14:12:51.645619",59,3
268,"2024-10-16 14:12:51.646470","2024-10-16 14:12:51.646479",59,102
269,"2024-10-16 14:12:51.648967","2024-10-16 14:12:51.648976",60,30
270,"2024-10-16 14:12:51.649695","2024-10-16 14:12:51.649704",60,72
271,"2024-10-16 14:12:51.650412","2024-10-16 14:12:51.650420",60,73
272,"2024-10-16 14:12:51.652892","2024-10-16 14:12:51.652900",61,37
273,"2024-10-16 14:12:51.656727","2024-10-16 14:12:51.656736",62,30
274,"2024-10-16 14:12:51.657438","2024-10-16 14:12:51.657446",62,94
275,"2024-10-16 14:12:51.658133","2024-10-16 14:12:51.658142",62,1
276,"2024-10-16 14:12:51.658838","2024-10-16 14:12:51.658847",62,51
277,"2024-10-16 14:12:51.659536","2024-10-16 14:12:51.659545",62,3
278,"2024-10-16 14:12:51.660246","2024-10-16 14:12:51.660255",62,24
279,"2024-10-16 14:12:51.660943","2024-10-16 14:12:51.660952",62,9
280,"2024-10-16 14:12:51.661634","2024-10-16 14:12:51.661642",62,56
281,"2024-10-16 14:12:51.662327","2024-10-16 14:12:51.662335",62,10
282,"2024-10-16 14:12:51.664946","2024-10-16 14:12:51.664954",63,94
283,"2024-10-16 14:12:51.665645","2024-10-16 14:12:51.665654",63,1
284,"2024-10-16 14:12:51.666341","2024-10-16 14:12:51.666350",63,3
285,"2024-10-16 14:12:51.667034","2024-10-16 14:12:51.667043",63,51
286,"2024-10-16 14:12:51.669498","2024-10-16 14:12:51.669507",64,30
287,"2024-10-16 14:12:51.670200","2024-10-16 14:12:51.670208",64,3
288,"2024-10-16 14:12:51.673635","2024-10-16 14:12:51.673644",65,103
289,"2024-10-16 14:12:51.674500","2024-10-16 14:12:51.674509",65,104
290,"2024-10-16 14:12:51.675272","2024-10-16 14:12:51.675281",65,30
291,"2024-10-16 14:12:51.676008","2024-10-16 14:12:51.676017",65,94
292,"2024-10-16 14:12:51.676752","2024-10-16 14:12:51.676761",65,1
293,"2024-10-16 14:12:51.677463","2024-10-16 14:12:51.677471",65,51
294,"2024-10-16 14:12:51.679941","2024-10-16 14:12:51.679950",66,1
295,"2024-10-16 14:12:51.680669","2024-10-16 14:12:51.680679",66,4
296,"2024-10-16 14:12:51.681374","2024-10-16 14:12:51.681383",66,23
297,"2024-10-16 14:12:51.684440","2024-10-16 14:12:51.684449",67,1
298,"2024-10-16 14:12:51.685301","2024-10-16 14:12:51.685309",67,105
299,"2024-10-16 14:12:51.689143","2024-10-16 14:12:51.689151",68,22
300,"2024-10-16 14:12:51.689860","2024-10-16 14:12:51.689869",68,30
301,"2024-10-16 14:12:51.690571","2024-10-16 14:12:51.690579",68,1
302,"2024-10-16 14:12:51.691282","2024-10-16 14:12:51.691290",68,51
303,"2024-10-16 14:12:51.692001","2024-10-16 14:12:51.692010",68,4
304,"2024-10-16 14:12:51.692701","2024-10-16 14:12:51.692709",68,3
305,"2024-10-16 14:12:51.693401","2024-10-16 14:12:51.693410",68,24
306,"2024-10-16 14:12:51.694101","2024-10-16 14:12:51.694109",68,31
307,"2024-10-16 14:12:51.694805","2024-10-16 14:12:51.694814",68,91
308,"2024-10-16 14:12:51.697293","2024-10-16 14:12:51.697301",69,47
309,"2024-10-16 14:12:51.698001","2024-10-16 14:12:51.698009",69,98
310,"2024-10-16 14:12:51.698714","2024-10-16 14:12:51.698723",69,30
311,"2024-10-16 14:12:51.699431","2024-10-16 14:12:51.699439",69,1
312,"2024-10-16 14:12:51.700158","2024-10-16 14:12:51.700167",69,48
313,"2024-10-16 14:12:51.700869","2024-10-16 14:12:51.700878",69,3
314,"2024-10-16 14:12:51.701571","2024-10-16 14:12:51.701580",69,49
315,"2024-10-16 14:12:51.702425","2024-10-16 14:12:51.702434",69,106
316,"2024-10-16 14:12:51.705199","2024-10-16 14:12:51.705208",70,107
317,"2024-10-16 14:12:51.706060","2024-10-16 14:12:51.706069",70,108
318,"2024-10-16 14:12:51.706777","2024-10-16 14:12:51.706785",70,1
319,"2024-10-16 14:12:51.707639","2024-10-16 14:12:51.707647",70,109
320,"2024-10-16 14:12:51.711659","2024-10-16 14:12:51.711668",71,30
321,"2024-10-16 14:12:51.712369","2024-10-16 14:12:51.712378",71,1
322,"2024-10-16 14:12:51.713224","2024-10-16 14:12:51.713233",71,110
323,"2024-10-16 14:12:51.713920","2024-10-16 14:12:51.713936",71,51
324,"2024-10-16 14:12:51.714619","2024-10-16 14:12:51.714628",71,4
325,"2024-10-16 14:12:51.715320","2024-10-16 14:12:51.715328",71,3
326,"2024-10-16 14:12:51.716040","2024-10-16 14:12:51.716049",71,24
327,"2024-10-16 14:12:51.716753","2024-10-16 14:12:51.716762",71,91
328,"2024-10-16 14:12:51.720448","2024-10-16 14:12:51.720457",72,30
329,"2024-10-16 14:12:51.721322","2024-10-16 14:12:51.721330",72,111
330,"2024-10-16 14:12:51.722032","2024-10-16 14:12:51.722040",72,1
331,"2024-10-16 14:12:51.722734","2024-10-16 14:12:51.722742",72,51
332,"2024-10-16 14:12:51.723438","2024-10-16 14:12:51.723447",72,3
333,"2024-10-16 14:12:51.726370","2024-10-16 14:12:51.726378",73,29
334,"2024-10-16 14:12:51.727223","2024-10-16 14:12:51.727231",73,112
335,"2024-10-16 14:12:51.728092","2024-10-16 14:12:51.728101",73,113
336,"2024-10-16 14:12:51.728835","2024-10-16 14:12:51.728843",73,12
337,"2024-10-16 14:12:51.729539","2024-10-16 14:12:51.729547",73,56
338,"2024-10-16 14:12:51.730235","2024-10-16 14:12:51.730244",73,57
339,"2024-10-16 14:12:51.730923","2024-10-16 14:12:51.730931",73,7
340,"2024-10-16 14:12:51.733730","2024-10-16 14:12:51.733739",74,30
341,"2024-10-16 14:12:51.734439","2024-10-16 14:12:51.734447",74,1
342,"2024-10-16 14:12:51.735151","2024-10-16 14:12:51.735159",74,3
343,"2024-10-16 14:12:51.735876","2024-10-16 14:12:51.735885",74,51
344,"2024-10-16 14:12:51.738982","2024-10-16 14:12:51.738990",75,30
345,"2024-10-16 14:12:51.739697","2024-10-16 14:12:51.739706",75,94
346,"2024-10-16 14:12:51.740415","2024-10-16 14:12:51.740424",75,1
347,"2024-10-16 14:12:51.741127","2024-10-16 14:12:51.741135",75,3
348,"2024-10-16 14:12:51.743962","2024-10-16 14:12:51.743971",76,114
349,"2024-10-16 14:12:51.744671","2024-10-16 14:12:51.744679",76,98
350,"2024-10-16 14:12:51.745368","2024-10-16 14:12:51.745377",76,39
351,"2024-10-16 14:12:51.746221","2024-10-16 14:12:51.746230",76,115
352,"2024-10-16 14:12:51.746924","2024-10-16 14:12:51.746932",76,4
353,"2024-10-16 14:12:51.751212","2024-10-16 14:12:51.751221",77,116
354,"2024-10-16 14:12:51.751926","2024-10-16 14:12:51.751934",77,18
355,"2024-10-16 14:12:51.752631","2024-10-16 14:12:51.752640",77,1
356,"2024-10-16 14:12:51.753497","2024-10-16 14:12:51.753506",77,117
357,"2024-10-16 14:12:51.754213","2024-10-16 14:12:51.754221",77,3
358,"2024-10-16 14:12:51.754912","2024-10-16 14:12:51.754920",77,34
359,"2024-10-16 14:12:51.757551","2024-10-16 14:12:51.757559",78,30
