id,created_on,last_edit,name
58,"2024-10-16 14:12:51.855120","2024-10-16 14:12:51.855128","(주)스카이웨어"
59,"2024-10-16 14:12:51.864276","2024-10-16 14:12:51.864284","(주)볼시스"
60,"2024-10-16 14:12:51.870861","2024-10-16 14:12:51.870869","(주)에스투더블유"
61,"2024-10-16 14:12:51.878434","2024-10-16 14:12:51.878442","(주)디셈버앤컴퍼니"
62,"2024-10-16 14:12:51.888576","2024-10-16 14:12:51.888584","(주)해빗팩토리"
63,"2024-10-16 14:12:51.897697","2024-10-16 14:12:51.897706","한국평가정보(주)"
64,"2024-10-16 14:12:51.904730","2024-10-16 14:12:51.904739","(주)로그프레소"
65,"2024-10-16 14:12:51.909509","2024-10-16 14:12:51.909517","블루닷(주)"
66,"2024-10-16 14:12:51.923376","2024-10-16 14:12:51.923384","스콥정보통신(주)"
67,"2024-10-16 14:12:51.928567","2024-10-16 14:12:51.928575","니어브레인(주)"
68,"2024-10-16 14:12:51.933513","2024-10-16 14:12:51.933522","리시드(주)"
69,"2024-10-16 14:12:51.939085","2024-10-16 14:12:51.939093","(주)코닉글로리"
70,"2024-10-16 14:12:51.944707","2024-10-16 14:12:51.944715","에이치에스오코리아"
71,"2024-10-16 14:12:51.951193","2024-10-16 14:12:51.951202","(주)네이션에이"
72,"2024-10-16 14:12:51.965031","2024-10-16 14:12:51.965040","(주)휴머스온"
73,"2024-10-16 14:12:51.980241","2024-10-16 14:12:51.980249","(주)트루라이트코리아"
74,"2024-10-16 14:12:51.997548","2024-10-16 14:12:51.997556","(주)샵라이브코리아"
75,"2024-10-16 14:12:52.023434","2024-10-16 14:12:52.023442","오토엘(주)"
76,"2024-10-16 14:12:52.040387","2024-10-16 14:12:52.040396","원테크스탑피티이엘티디(유)"
77,"2024-10-16 14:12:52.049005","2024-10-16 14:12:52.049013","(주)베어로보틱스코리아"
78,"2024-10-16 14:12:52.063071","2024-10-16 14:12:52.063079","(주)에너닷"
79,"2024-10-16 14:12:52.068644","2024-10-16 14:12:52.068652","(주)서플러스글로벌"
80,"2024-10-16 14:12:52.076114","2024-10-16 14:12:52.076123","(주)노타"
81,"2024-10-16 14:12:52.081633","2024-10-16 14:12:52.081641","(주)센트비"
82,"2024-10-16 14:12:52.090367","2024-10-16 14:12:52.090376","(주)피어테크"
83,"2024-10-16 14:12:52.127105","2024-10-16 14:12:52.127114","(주)에어스메디컬"
84,"2024-10-16 14:12:52.140446","2024-10-16 14:12:52.140454","(주)리브스메드"
85,"2024-10-16 14:12:52.153095","2024-10-16 14:12:52.153103","(주)핌아시아"
86,"2024-10-16 14:12:52.160879","2024-10-16 14:12:52.160888","(주)에이스웍스코리아"
87,"2024-10-16 14:12:52.190637","2024-10-16 14:12:52.190646","씨제이올리브네트웍스(주)"
88,"2024-10-16 14:12:52.208393","2024-10-16 14:12:52.208401","(주)클럼엘"
89,"2024-10-16 14:12:52.219753","2024-10-16 14:12:52.219762","페이워크(주)"
90,"2024-10-16 14:12:52.233403","2024-10-16 14:12:52.233411","(주)테사"
91,"2024-10-16 14:12:52.251050","2024-10-16 14:12:52.251058","(주)시나몬"
92,"2024-10-16 14:12:52.256743","2024-10-16 14:12:52.256751","(주)휴먼컨설팅그룹"
93,"2024-10-16 14:12:52.267146","2024-10-16 14:12:52.267154","(주)메디트"
94,"2024-10-16 14:12:52.271519","2024-10-16 14:12:52.271527","(주)퍼즐원스튜디오"
95,"2024-10-16 14:12:52.278853","2024-10-16 14:12:52.278861","(주)지엔에이컴퍼니"
96,"2024-10-16 14:12:52.287702","2024-10-16 14:12:52.287711","(주)알라딘커뮤니케이션"
97,"2024-10-16 14:12:52.308959","2024-10-16 14:12:52.308967","(주)스텝페이"
98,"2024-10-16 14:12:52.315074","2024-10-16 14:12:52.315083","(주)씨브이네트"
99,"2024-10-16 14:12:52.334533","2024-10-16 14:12:52.334541","(주)엠로"
100,"2024-10-16 14:12:52.339188","2024-10-16 14:12:52.339196","(주)이너버스"
101,"2024-10-16 14:12:52.359098","2024-10-16 14:12:52.359106","(주)모노리스"
102,"2024-10-16 14:12:52.371214","2024-10-16 14:12:52.371222","(주)보스반도체"
103,"2024-10-16 14:12:52.384034","2024-10-16 14:12:52.384043","파스텍(주)"
104,"2024-10-16 14:12:52.391144","2024-10-16 14:12:52.391152","(주)에스티에이테스팅컨설팅"
105,"2024-10-16 14:12:52.398029","2024-10-16 14:12:52.398037","(주)메디픽셀"
106,"2024-10-16 14:12:52.413057","2024-10-16 14:12:52.413065","(주)쓰리아이"
107,"2024-10-16 14:12:52.427001","2024-10-16 14:12:52.427010","(주)크리에이트립"
108,"2024-10-16 14:12:52.431276","2024-10-16 14:12:52.431284","(주)알에프메디컬"
109,"2024-10-16 14:12:52.440248","2024-10-16 14:12:52.440256","(주)그렙"
110,"2024-10-16 14:12:52.451452","2024-10-16 14:12:52.451460","(주)트루엔"
111,"2024-10-16 14:12:52.467582","2024-10-16 14:12:52.467590","(주)싸이버로지텍"
112,"2024-10-16 14:12:52.472938","2024-10-16 14:12:52.472946","(주)텔레칩스"
113,"2024-10-16 14:12:52.481831","2024-10-16 14:12:52.481839","(주)버즈니"
114,"2024-10-16 14:12:52.489788","2024-10-16 14:12:52.489796","케이웨더(주)"
115,"2024-10-16 14:12:52.500160","2024-10-16 14:12:52.500168","(주)인플루디오"
116,"2024-10-16 14:12:52.519118","2024-10-16 14:12:52.519126","(주)클로봇"
117,"2024-10-16 14:12:52.537063","2024-10-16 14:12:52.537071","(주)피타소프트"
118,"2024-10-16 14:12:52.541515","2024-10-16 14:12:52.541524","(주)유브릿지"
119,"2024-10-16 14:12:52.546591","2024-10-16 14:12:52.546599","(주)로아스"
120,"2024-10-16 14:12:52.551824","2024-10-16 14:12:52.551833","(주)토페스"
121,"2024-10-16 14:12:52.564812","2024-10-16 14:12:52.564821","(주)락플레이스"
122,"2024-10-16 14:12:52.599912","2024-10-16 14:12:52.599920","아주큐엠에스(주)"
123,"2024-10-16 14:12:52.605707","2024-10-16 14:12:52.605716","삼지전자(주)"
124,"2024-10-16 14:12:52.614930","2024-10-16 14:12:52.614939","(주)칩스앤미디어"
125,"2024-10-16 14:12:52.628204","2024-10-16 14:12:52.628213","(주)유진로봇"
126,"2024-10-16 14:12:52.650687","2024-10-16 14:12:52.650695","(주)두들린"
127,"2024-10-16 14:12:52.665673","2024-10-16 14:12:52.665681","(주)디오에프연구소"
128,"2024-10-16 14:12:52.669981","2024-10-16 14:12:52.669990","위버로프트(주)"
129,"2024-10-16 14:12:52.679674","2024-10-16 14:12:52.679682","(주)비사이드코리아"
130,"2024-10-16 14:12:52.685721","2024-10-16 14:12:52.685729","(주)웅진"
131,"2024-10-16 14:12:52.700799","2024-10-16 14:12:52.700807","에스넷아이씨티(주)"
132,"2024-10-16 14:12:52.713238","2024-10-16 14:12:52.713246","(주)뉴빌리티"
133,"2024-10-16 14:12:52.727130","2024-10-16 14:12:52.727139","(주)코빗"
134,"2024-10-16 14:12:52.739091","2024-10-16 14:12:52.739099","(주)브레이브모바일"
135,"2024-10-16 14:12:52.742520","2024-10-16 14:12:52.742528","(주)링거스튜디오"
136,"2024-10-16 14:12:52.759739","2024-10-16 14:12:52.759747","(주)그로들"
137,"2024-10-16 14:12:52.767673","2024-10-16 14:12:52.767681","(주)와탭랩스"
138,"2024-10-16 14:12:52.781475","2024-10-16 14:12:52.781483","(주)엠지알브이"
139,"2024-10-16 14:12:52.790491","2024-10-16 14:12:52.790499","(주)미투온"
140,"2024-10-16 14:12:52.871886","2024-10-16 14:12:52.871894","(주)에픽코퍼레이션"
141,"2024-10-16 14:12:52.884123","2024-10-16 14:12:52.884131","(주)코코지"
142,"2024-10-16 14:12:52.933260","2024-10-16 14:12:52.933269","(주)아이비젼웍스"
143,"2024-10-16 14:12:52.953156","2024-10-16 14:12:52.953165","(주)딥인사이트"
144,"2024-10-16 14:12:52.986297","2024-10-16 14:12:52.986306","(주)이엘피"
145,"2024-10-16 14:12:53.015228","2024-10-16 14:12:53.015236","(주)아이브"
146,"2024-10-16 14:12:53.026243","2024-10-16 14:12:53.026251","(주)라텔앤드파트너즈"
147,"2024-10-16 14:12:53.041118","2024-10-16 14:12:53.041126","(주)그리드위즈"
148,"2024-10-16 14:12:53.083712","2024-10-16 14:12:53.083720","(유)미소"
149,"2024-10-16 14:12:53.107375","2024-10-16 14:12:53.107383","(주)제노스"
150,"2024-10-16 14:12:53.130221","2024-10-16 14:12:53.130229","(주)한국기능공사"
151,"2024-10-16 14:12:53.134407","2024-10-16 14:12:53.134415","이그레브"
152,"2024-10-16 14:12:53.186277","2024-10-16 14:12:53.186285","(주)씨씨알컨텐츠트리"
153,"2024-10-16 14:12:53.193412","2024-10-16 14:12:53.193420","(주)비에이치에스티"
154,"2024-10-16 14:12:53.199180","2024-10-16 14:12:53.199188","파인더갭(주)"
155,"2024-10-16 14:12:53.253269","2024-10-16 14:12:53.253277","(주)클루닉스"
156,"2024-10-16 14:12:53.286667","2024-10-16 14:12:53.286676","(주)비트나인"
157,"2024-10-16 14:12:53.300505","2024-10-16 14:12:53.300513","아이젝스(주)"
158,"2024-10-16 14:12:53.330412","2024-10-16 14:12:53.330420","(주)세나클소프트"
159,"2024-10-16 14:12:53.343925","2024-10-16 14:12:53.343933","111퍼센트(주)"
160,"2024-10-16 14:12:53.347750","2024-10-16 14:12:53.347758","(주)비스텔리젼스"
161,"2024-10-16 14:12:53.378665","2024-10-16 14:12:53.378673","(주)띵스파이어"
162,"2024-10-16 14:12:53.387767","2024-10-16 14:12:53.387775","(주)드림어스컴퍼니"
163,"2024-10-16 14:12:53.399682","2024-10-16 14:12:53.399690","(주)웨이센"
164,"2024-10-16 14:12:53.419622","2024-10-16 14:12:53.419630","신성통상(주)"
165,"2024-10-16 14:12:53.463850","2024-10-16 14:12:53.463858","(주)팬딩"
166,"2024-10-16 14:12:53.477157","2024-10-16 14:12:53.477165","반디에스앤씨(주)"
167,"2024-10-16 14:12:53.494508","2024-10-16 14:12:53.494516","(주)파더스랩"
168,"2024-10-16 14:12:53.504532","2024-10-16 14:12:53.504540","신스타프리젠츠(주)"
169,"2024-10-16 14:12:53.531482","2024-10-16 14:12:53.531491","(주)데이블"
170,"2024-10-16 14:12:53.537685","2024-10-16 14:12:53.537694","(주)엠코프"
171,"2024-10-16 14:12:53.563070","2024-10-16 14:12:53.563078","(주)피처링"
172,"2024-10-16 14:12:53.576868","2024-10-16 14:12:53.576876","(주)긴트"
173,"2024-10-16 14:12:53.621564","2024-10-16 14:12:53.621572","(주)에이에프아이"
174,"2024-10-16 14:12:53.636234","2024-10-16 14:12:53.636242","(주)아하랩스"
175,"2024-10-16 14:12:53.669696","2024-10-16 14:12:53.669704","(주)라라잡"
176,"2024-10-16 14:12:53.675243","2024-10-16 14:12:53.675251","(주)모니모니"
177,"2024-10-16 14:12:53.691071","2024-10-16 14:12:53.691079","(주)어메스"
178,"2024-10-16 14:12:53.699326","2024-10-16 14:12:53.699334","(주)데이터메이커"
179,"2024-10-16 14:12:53.714046","2024-10-16 14:12:53.714055","설로인(주)"
180,"2024-10-16 14:12:53.730803","2024-10-16 14:12:53.730811","피에프씨테크놀로지스(주)"
181,"2024-10-16 14:12:53.758675","2024-10-16 14:12:53.758683","(주)이수시스템"
182,"2024-10-16 14:12:53.828520","2024-10-16 14:12:53.828528","펫박스(주)"
183,"2024-10-16 14:12:53.866921","2024-10-16 14:12:53.866929","(주)니어스랩"
184,"2024-10-16 14:12:53.929329","2024-10-16 14:12:53.929337","(주)비트센싱"
185,"2024-10-16 14:12:53.967006","2024-10-16 14:12:53.967015","(주)스마트러닝코리아"
186,"2024-10-16 14:12:54.005293","2024-10-16 14:12:54.005301","(주)아이오트러스트"
187,"2024-10-16 14:12:54.044026","2024-10-16 14:12:54.044034","(주)바이오리서치에이아이"
188,"2024-10-16 14:12:54.070643","2024-10-16 14:12:54.070651","(주)티피씨인터넷"
189,"2024-10-16 14:12:54.083345","2024-10-16 14:12:54.083354","(주)프라이데이즈랩"
190,"2024-10-16 14:12:54.112735","2024-10-16 14:12:54.112744","(주)데일리샷"
191,"2024-10-16 14:12:54.154978","2024-10-16 14:12:54.154986","(주)델레오코리아"
192,"2024-10-16 14:12:54.176313","2024-10-16 14:12:54.176321","(주)하이퓨리티"
193,"2024-10-16 14:12:54.267754","2024-10-16 14:12:54.267763","(주)디티솔루션"
194,"2024-10-16 14:12:54.281773","2024-10-16 14:12:54.281781","(주)블록체인글로벌"
195,"2024-10-16 14:12:54.288556","2024-10-16 14:12:54.288565","(주)큐엠아이티"
196,"2024-10-16 14:12:54.329101","2024-10-16 14:12:54.329109","(주)시큐어로그"
197,"2024-10-16 14:12:54.339847","2024-10-16 14:12:54.339855","(주)앵커리어"
198,"2024-10-16 14:12:54.367844","2024-10-16 14:12:54.367853","(주)아이드"
199,"2024-10-16 14:12:54.408274","2024-10-16 14:12:54.408282","(주)루티너리"
200,"2024-10-16 14:12:54.421384","2024-10-16 14:12:54.421392","(주)슬로그업"
201,"2024-10-16 14:12:54.453065","2024-10-16 14:12:54.453073",SOOP
202,"2024-10-16 14:12:54.492710","2024-10-16 14:12:54.492719","(주)피매치"
203,"2024-10-16 14:12:54.508874","2024-10-16 14:12:54.508883","(주)비플"
204,"2024-10-16 14:12:54.524656","2024-10-16 14:12:54.524664","(주)골프존카운티"
205,"2024-10-16 14:12:54.560299","2024-10-16 14:12:54.560307","(주)엑스페릭스"
206,"2024-10-16 14:12:54.669619","2024-10-16 14:12:54.669628","(주)빌드코퍼레이션"
207,"2024-10-16 14:12:54.723213","2024-10-16 14:12:54.723221","씨와이오토텍(주)"
208,"2024-10-16 14:12:54.769783","2024-10-16 14:12:54.769791","(주)오픈소스컨설팅"
209,"2024-10-16 14:12:54.779032","2024-10-16 14:12:54.779041","웰트(주)"
210,"2024-10-16 14:12:54.788123","2024-10-16 14:12:54.788131","카테노이드(주)"
211,"2024-10-16 14:12:54.887608","2024-10-16 14:12:54.887616","(주)이롬넷"
212,"2024-10-16 14:12:54.894010","2024-10-16 14:12:54.894018","라이트컨버젼코리아(주)"
213,"2024-10-16 14:12:54.899388","2024-10-16 14:12:54.899396","(주)모아이스"
214,"2024-10-16 14:12:54.923747","2024-10-16 14:12:54.923756","(주)아이엠파인"
215,"2024-10-16 14:12:54.991546","2024-10-16 14:12:54.991554","(주)데일리펀딩"
216,"2024-10-16 14:12:55.014895","2024-10-16 14:12:55.014903","(유)일루미나리안"
217,"2024-10-16 14:12:55.024624","2024-10-16 14:12:55.024632","(주)액션파워"
218,"2024-10-16 14:12:55.031977","2024-10-16 14:12:55.031985","디딤365(주)"
219,"2024-10-16 14:12:55.055389","2024-10-16 14:12:55.055397","(주)레인보우로보틱스"
220,"2024-10-16 14:12:55.139215","2024-10-16 14:12:55.139223","(주)넵튠"
221,"2024-10-16 14:12:55.143479","2024-10-16 14:12:55.143487","(주)뷰노"
222,"2024-10-16 14:12:55.146229","2024-10-16 14:12:55.146238","유한킴벌리(주)"
223,"2024-10-16 14:12:55.152185","2024-10-16 14:12:55.152193","누리미디어(주)"
224,"2024-10-16 14:12:55.162356","2024-10-16 14:12:55.162364","(주)비케이브"
225,"2024-10-16 14:12:55.187911","2024-10-16 14:12:55.187920","세이지(주)"
226,"2024-10-16 14:12:55.195748","2024-10-16 14:12:55.195756","(주)화이트큐브"
227,"2024-10-16 14:12:55.199072","2024-10-16 14:12:55.199080","(주)래피젠"
228,"2024-10-16 14:12:55.221583","2024-10-16 14:12:55.221592","(주)이씨에스텔레콤"
229,"2024-10-16 14:12:55.228443","2024-10-16 14:12:55.228451","다쏘시스템코리아(주)"
230,"2024-10-16 14:12:55.231797","2024-10-16 14:12:55.231806","(주)파이오링크"
231,"2024-10-16 14:12:55.239702","2024-10-16 14:12:55.239711","한국전자인증(주)"
232,"2024-10-16 14:12:55.248051","2024-10-16 14:12:55.248060","핀다"
233,"2024-10-16 14:12:55.251586","2024-10-16 14:12:55.251595","(주)패스트레인"
234,"2024-10-16 14:12:55.256477","2024-10-16 14:12:55.256486","(주)큐피스트"
235,"2024-10-16 14:12:55.260490","2024-10-16 14:12:55.260498","(주)바잉스퀘어"
236,"2024-10-16 14:12:55.269617","2024-10-16 14:12:55.269626","(주)토르드라이브"
237,"2024-10-16 14:12:55.323600","2024-10-16 14:12:55.323608","오직(주)"
238,"2024-10-16 14:12:55.347580","2024-10-16 14:12:55.347589","매드업(주)"
239,"2024-10-16 14:12:55.362439","2024-10-16 14:12:55.362447","(주)바로팜"
240,"2024-10-16 14:12:55.384251","2024-10-16 14:12:55.384259","(주)프리윌린"
241,"2024-10-16 14:12:55.419254","2024-10-16 14:12:55.419262","(주)이스트소프트"
242,"2024-10-16 14:12:55.432874","2024-10-16 14:12:55.432882","(주)라포랩스"
243,"2024-10-16 14:12:55.454160","2024-10-16 14:12:55.454168","에스디바이오센서(주)"
244,"2024-10-16 14:12:55.467239","2024-10-16 14:12:55.467248","(주)와이즈넛"
245,"2024-10-16 14:12:55.483559","2024-10-16 14:12:55.483568","(주)제노레이"
246,"2024-10-16 14:12:55.488421","2024-10-16 14:12:55.488430","(주)파운트"
247,"2024-10-16 14:12:55.562073","2024-10-16 14:12:55.562081","(주)사이버다임"
248,"2024-10-16 14:12:55.626969","2024-10-16 14:12:55.626977","(주)휴이노"
249,"2024-10-16 14:12:55.641085","2024-10-16 14:12:55.641094","(주)부스터스"
250,"2024-10-16 14:12:55.690283","2024-10-16 14:12:55.690291","(주)핫셀러"
251,"2024-10-16 14:12:55.694999","2024-10-16 14:12:55.695007","(주)스푼랩스"
252,"2024-10-16 14:12:55.766797","2024-10-16 14:12:55.766805","(주)올리브인터내셔널"
253,"2024-10-16 14:12:55.771776","2024-10-16 14:12:55.771785","(주)크리에이티브마인드"
254,"2024-10-16 14:12:55.786425","2024-10-16 14:12:55.786434","라이언앤코(주)"
255,"2024-10-16 14:12:55.805800","2024-10-16 14:12:55.805808","(주)코드박스"
256,"2024-10-16 14:21:55.540346","2024-10-16 14:21:55.540379","이마고웍스"
257,"2024-10-16 14:21:55.583949","2024-10-16 14:21:55.583966","키트웍스"
258,"2024-10-16 14:21:55.596016","2024-10-16 14:21:55.596034","오픈엣지테크놀로지"
259,"2024-10-16 14:21:55.636901","2024-10-16 14:21:55.636909","에스티씨랩"
260,"2024-10-16 14:21:55.641961","2024-10-16 14:21:55.641969","위드네트웍스"
261,"2024-10-16 14:21:55.646009","2024-10-16 14:21:55.646017","에디트콜렉티브"
262,"2024-10-16 14:21:55.663492","2024-10-16 14:21:55.663500","뉴로다임"
263,"2024-10-16 14:21:55.668613","2024-10-16 14:21:55.668622","먼치팩토리"
264,"2024-10-16 14:21:55.679956","2024-10-16 14:21:55.679964","닷투라인"
265,"2024-10-16 14:21:55.685145","2024-10-16 14:21:55.685154","아론티어"
266,"2024-10-16 14:21:55.692960","2024-10-16 14:21:55.692968","피에프씨테크놀로지스"
267,"2024-10-16 14:21:55.721292","2024-10-16 14:21:55.721300","펜타시큐리티"
268,"2024-10-16 14:21:55.772115","2024-10-16 14:21:55.772123","다이렉트클라우드랩"
269,"2024-10-16 14:21:55.799451","2024-10-16 14:21:55.799459","호전실업"
270,"2024-10-16 14:21:55.809295","2024-10-16 14:21:55.809303","레진엔터테인먼트"
271,"2024-10-16 14:21:55.814708","2024-10-16 14:21:55.814716","빅웨이브로보틱스"
272,"2024-10-16 14:21:55.820133","2024-10-16 14:21:55.820141","골프존카운티"
273,"2024-10-16 14:21:55.826509","2024-10-16 14:21:55.826517","브레인즈컴퍼니"
274,"2024-10-16 14:21:55.835873","2024-10-16 14:21:55.835881","팀리미티드"
275,"2024-10-16 14:21:55.839870","2024-10-16 14:21:55.839879","코넥티브"
276,"2024-10-16 14:21:55.845612","2024-10-16 14:21:55.845621","캐럿글로벌"
277,"2024-10-16 14:21:55.851044","2024-10-16 14:21:55.851051","(주)제스큐"
278,"2024-10-16 14:21:55.855456","2024-10-16 14:21:55.855465","바로팜"
279,"2024-10-16 14:21:55.858805","2024-10-16 14:21:55.858812","브이웨이"
280,"2024-10-16 14:21:55.868036","2024-10-16 14:21:55.868044","이파피루스"
281,"2024-10-16 14:21:55.875454","2024-10-16 14:21:55.875462","긴트"
282,"2024-10-16 14:21:55.886698","2024-10-16 14:21:55.886706","디카르고"
283,"2024-10-16 14:21:55.893196","2024-10-16 14:21:55.893204","스콥정보통신"
284,"2024-10-16 14:21:55.903546","2024-10-16 14:21:55.903554","커버링"
285,"2024-10-16 14:21:55.913655","2024-10-16 14:21:55.913664","액션파워"
286,"2024-10-16 14:21:55.920367","2024-10-16 14:21:55.920376","티엔에이치"
287,"2024-10-16 14:21:55.925840","2024-10-16 14:21:55.925848","아이드"
288,"2024-10-16 14:21:55.929746","2024-10-16 14:21:55.929754","유진로봇"
289,"2024-10-16 14:21:55.936073","2024-10-16 14:21:55.936082","샐러드랩"
290,"2024-10-16 14:21:55.945588","2024-10-16 14:21:55.945596","이글루코퍼레이션"
291,"2024-10-16 14:21:55.948896","2024-10-16 14:21:55.948904","몰로코"
292,"2024-10-16 14:21:55.955312","2024-10-16 14:21:55.955320","노르마"
293,"2024-10-16 14:21:55.963850","2024-10-16 14:21:55.963859","럭스로보"
294,"2024-10-16 14:21:55.967215","2024-10-16 14:21:55.967224","플라잎"
295,"2024-10-16 14:21:55.974252","2024-10-16 14:21:55.974260","엔에이치엔애드"
296,"2024-10-16 14:21:55.983877","2024-10-16 14:21:55.983885","그로들"
297,"2024-10-16 14:21:55.991263","2024-10-16 14:21:55.991271","리브스메드"
298,"2024-10-16 14:21:56.005648","2024-10-16 14:21:56.005656","디어유"
299,"2024-10-16 14:21:56.083694","2024-10-16 14:21:56.083703","파수"
300,"2024-10-16 14:21:56.099511","2024-10-16 14:21:56.099519","알로카도스"
301,"2024-10-16 14:21:56.112074","2024-10-16 14:21:56.112083","블록체인글로벌"
302,"2024-10-16 14:21:56.138290","2024-10-16 14:21:56.138298","마인즈앤컴퍼니"
303,"2024-10-16 14:21:56.147761","2024-10-16 14:21:56.147770","픽소"
304,"2024-10-16 14:21:56.151755","2024-10-16 14:21:56.151763","지엘엔인터내셔널"
305,"2024-10-16 14:21:56.159525","2024-10-16 14:21:56.159533","GongLee Private Finance (02LAB)"
306,"2024-10-16 14:21:56.165712","2024-10-16 14:21:56.165720","넛지헬스케어"
307,"2024-10-16 14:21:56.170533","2024-10-16 14:21:56.170541","패스트레인"
308,"2024-10-16 14:21:56.176054","2024-10-16 14:21:56.176062","로민"
309,"2024-10-16 14:21:56.183755","2024-10-16 14:21:56.183763","와그"
310,"2024-10-16 14:21:56.192085","2024-10-16 14:21:56.192093","코드스테이츠"
311,"2024-10-16 14:21:56.230435","2024-10-16 14:21:56.230443","블루가"
